"id","bizparcategory","createdby","createddate","modifiedby","modifieddate","bizparkey","bizparstatus","bizparvalue"
22995,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLD,ACTIVE,Senior Officer Kantor Layanan KCP Bumi Serpong Damai - JKT
22996,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLE,ACTIVE,Senior Officer Kantor Layanan KCP Gading Serpong - JKT
22997,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLF,ACTIVE,Senior Officer Kantor Layanan Bursa Efek Indonesia - JKT
22998,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLI,ACTIVE,Senior Officer Kantor Layanan KC Suryopranoto - JKT
22999,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLJ,ACTIVE,Senior Officer Kantor Layanan KCP Roxy Mas - JKT
23000,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLK,ACTIVE,Senior Officer Kantor Layanan KCP Tanah Abang - JKT
23001,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLL,ACTIVE,Senior Officer Kantor Layanan KCP Menara Global - JKT
23002,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLM,ACTIVE,Senior Officer Kantor Layanan KCP Borobudur - JKT
23003,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLN,ACTIVE,Senior Officer Kantor Layanan KCP Tangerang - JKT
23004,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLQ,ACTIVE,Senior Officer Kantor Layanan KC Matraman - JKT
23005,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLS,ACTIVE,Senior Officer Kantor Layanan KCP Kwitang - JKT
23006,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLT,ACTIVE,Senior Officer Kantor Layanan KCP HOS. Cokroaminoto - JKT
23007,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLU,ACTIVE,Senior Officer Kantor Layanan KCP Cempaka Putih - JKT
23008,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLT,ACTIVE,Senior Officer Kantor Layanan KCP Ujung Menteng - JKT
23009,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLQ,ACTIVE,Senior Officer Kantor Layanan KCP Wiladatika Cibubur - JKT
23010,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLV,ACTIVE,Senior Officer Kantor Layanan KC P.Jayakarta - JKT
23011,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLW,ACTIVE,Senior Officer Kantor Layanan KCP Mangga Besar - JKT
23012,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLY,ACTIVE,Senior Officer Kantor Layanan KCP Kopi - JKT
23013,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLZ,ACTIVE,Senior Officer Kantor Layanan KCP Mangga Dua Arteri - JKT
23014,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLB,ACTIVE,Senior Officer Kantor Layanan KCP Puri Indah - JKT
23015,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLC,ACTIVE,Senior Officer Kantor Layanan KCP Taman Palem - JKT
23016,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLD,ACTIVE,Senior Officer Kantor Layanan KCP Green Ville - JKT
23017,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLE,ACTIVE,Senior Officer Kantor Layanan KC Artha Gading - JKT
23018,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLF,ACTIVE,Senior Officer Kantor Layanan KCP Mangga Dua Harco - JKT
23019,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLG,ACTIVE,Senior Officer Kantor Layanan KCP Pluit - JKT
23020,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLH,ACTIVE,Senior Officer Kantor Layanan KCP Pantai Indah Kapuk - JKT
23021,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLI,ACTIVE,Senior Officer Kantor Layanan KCP Kelapa Gading Boulevard - JKT
23022,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLJ,ACTIVE,Senior Officer Kantor Layanan KCP Sunter - JKT
23023,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLK,ACTIVE,Officer Operation KK Tzu Chi - PIK - JKT
23024,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLL,ACTIVE,Officer Operation KK City Home MOI - JKT
23025,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLM,ACTIVE,Senior Officer Kantor Layanan KC Bogor - BGR
23026,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLN,ACTIVE,Senior Officer Kantor Layanan KCP Cipanas - BGR
23027,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLO,ACTIVE,Senior Officer Kantor Layanan KCP Cinere - JKT
23028,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLP,ACTIVE,Senior Officer Kantor Layanan KCP Depok - JKT
23029,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLR,ACTIVE,Senior Officer Kantor Layanan KC Cikarang - JKT
23030,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLS,ACTIVE,Senior Officer Kantor Layanan KCP Karawang
23031,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLU,ACTIVE,Senior Officer Kantor Layanan KCP Subang - JKT
23032,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLV,ACTIVE,Senior Officer Kantor Layanan KC Lampung
23033,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLW,ACTIVE,Senior Officer Kantor Layanan KC Asia Afrika - BDG
23034,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLX,ACTIVE,Senior Officer Kantor Layanan KCP BKR - BDG
23035,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKKLZ,ACTIVE,Senior Officer Kantor Layanan KCP Sudirman Raya - BDG
23036,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCB,ACTIVE,Senior Officer Kantor Layanan KC Kartini - CRB
23037,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCD,ACTIVE,Senior Officer Kantor Layanan KC Solo
23038,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCE,ACTIVE,Senior Officer Kantor Layanan KC Pandanaran - SMG
23039,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCH,ACTIVE,Senior Officer Kantor Layanan KC Samarinda - KALTIM
23040,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCJ,ACTIVE,Senior Officer Kantor Layanan KC Balikpapan
23041,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCK,ACTIVE,Senior Officer Kantor Layanan KC Pontianak - KALBAR
23042,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCL,ACTIVE,Senior Officer Kantor Layanan KC Banjarmasin - KALSEL
23043,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCM,ACTIVE,Senior Officer Kantor Layanan KC Rivai - Palembang
23044,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCO,ACTIVE,Senior Officer Kantor Layanan KC Jambi
23045,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCP,ACTIVE,Senior Officer Kantor Layanan KC Pangkal Pinang
23046,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCQ,ACTIVE,Senior Officer Kantor Layanan KC Batam
23047,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCS,ACTIVE,Senior Officer Kantor Layanan KC Pekanbaru
23048,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCT,ACTIVE,Senior Officer Kantor Layanan KCP Riau - PBR
23049,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCU,ACTIVE,Senior Officer Kantor Layanan KC Pemuda - MDN
23050,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCV,ACTIVE,Senior Officer Kantor Layanan KCP Sutomo - MDN
23051,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCW,ACTIVE,Senior Officer Kantor Layanan KCP Cemara Asri - MDN
23052,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCX,ACTIVE,Senior Officer Kantor Layanan KCP Cirebon - MDN
23053,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCY,ACTIVE,Senior Officer Kantor Layanan KC Sam Ratulangi - MND
23054,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLCZ,ACTIVE,Senior Officer Kantor Layanan KCP Calaca - MND
23055,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCA,ACTIVE,Senior Officer Kantor Layanan KC Bitung
23056,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCB,ACTIVE,Senior Officer Kantor Layanan KC Kupang
23057,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCC,ACTIVE,Senior Officer Kantor Layanan KC Ternate
23058,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCD,ACTIVE,Senior Officer Kantor Layanan KC Diponegoro - AMBON
23059,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCE,ACTIVE,Senior Officer Kantor Layanan KCP Mardika - AMBON
23060,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCF,ACTIVE,Senior Officer Kantor Layanan KCP Tual
23061,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCG,ACTIVE,Senior Officer Kantor Layanan KC Diponegoro - BALI
23062,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCH,ACTIVE,Senior Officer Kantor Layanan KCP Kuta - BALI
23063,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCI,ACTIVE,Senior Officer Kantor Layanan KC Kendari
23064,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCJ,ACTIVE,Senior Officer Kantor Layanan KC Karet - SBY
23065,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCK,ACTIVE,Senior Officer Kantor Layanan KCP Prapen - SBY
23066,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCL,ACTIVE,Senior Officer Kantor Layanan KCP IR Soekarno - SBY
23067,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCN,ACTIVE,Senior Officer Kantor Layanan KCP HR. Muhammad - SBY
23068,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKCO,ACTIVE,Senior Officer Kantor Layanan KC Achmad Yani - MKS
23069,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOPNOP,ACTIVE,Executive Officer Pendukung Operasi
23070,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOPNOP,ACTIVE,Senior Officer SKN & RTGS
23071,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STPNOP,ACTIVE,Staff SKN & RTGS
23072,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSUKS,ACTIVE,Senior Officer UKS
23073,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STFUKS,ACTIVE,Staff UKS
23074,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SORMDE,ACTIVE,Senior Officer Remittance & Exim
23075,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STRMDE,ACTIVE,Staff Remittance & Exim
23076,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSECS,ACTIVE,Senior Officer E-Channel Support
23077,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSECS,ACTIVE,Staff E-Channel Support
23078,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOTRPS,ACTIVE,Senior Officer Trops
23079,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STTRPS,ACTIVE,Staff Trops
23080,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOPNKR,ACTIVE,Senior Officer Pendukung Kredit
23081,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STPNKR,ACTIVE,Staff Pendukung Kredit
23082,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOSSDR,ACTIVE,Executive Officer Sisdur
23083,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOOPRS,ACTIVE,Senior Officer Sisdur
23084,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSDR,ACTIVE,Staff Sisdur
23085,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOSSOP,ACTIVE,Executive Officer Sentra Operasi
23086,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOPMBK,ACTIVE,Senior Officer Pembukuan
23087,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STPMBK,ACTIVE,Staff Pembukuan
23088,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOUMDP,ACTIVE,Senior Officer Umum & Perizinan
23089,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STUMDP,ACTIVE,Staff Umum & Perizinan
23090,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SODPDK,ACTIVE,Senior Officer Deposito & KTTD
23091,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STDPDK,ACTIVE,Staff Deposito & KTTD
23092,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSKRT,ACTIVE,Senior Officer SKN - RTGS
23093,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSKRT,ACTIVE,Staff SKN - RTGS
23094,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOKLRG,ACTIVE,Senior Officer Kliring
23095,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STKLRG,ACTIVE,Staff Kliring
23096,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOB,ACTIVE,Senior Officer Sentra Operasi Bandung
23097,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOB,ACTIVE,Supervisor Sentra Operasi Bandung
23098,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOB,ACTIVE,Staff Sentra Operasi Bandung
23099,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOS,ACTIVE,Senior Officer Sentra Operasi Semarang
23100,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOS,ACTIVE,Supervisor Sentra Operasi Semarang
23101,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOS,ACTIVE,Staff Sentra Operasi Semarang
23102,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOC,ACTIVE,Senior Officer Sentra Operasi Cirebon
23103,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOC,ACTIVE,Supervisor Sentra Operasi Cirebon
23104,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOC,ACTIVE,Staff Sentra Operasi Cirebon
23105,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOY,ACTIVE,Senior Officer Sentra Operasi Surabaya
23106,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOY,ACTIVE,Supervisor Sentra Operasi Surabaya
23107,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOY,ACTIVE,Staff Sentra Operasi Surabaya
23108,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOA,ACTIVE,Senior Officer Sentra Operasi Ambon
23109,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOA,ACTIVE,Supervisor Sentra Operasi Ambon
23110,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOA,ACTIVE,Staff Sentra Operasi Ambon
23111,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOD,ACTIVE,Senior Officer Sentra Operasi Denpasar
23112,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOD,ACTIVE,Supervisor Sentra Operasi Denpasar
23113,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOD,ACTIVE,Staff Sentra Operasi Denpasar
23114,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOT,ACTIVE,Senior Officer Sentra Operasi Batam
23115,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOT,ACTIVE,Supervisor Sentra Operasi Batam
23116,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOT,ACTIVE,Staff Sentra Operasi Batam
23117,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOE,ACTIVE,Senior Officer Sentra Operasi Ternate
23118,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOE,ACTIVE,Supervisor Sentra Operasi Ternate
23119,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOE,ACTIVE,Staff Sentra Operasi Ternate
23120,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOK,ACTIVE,Senior Officer Sentra Operasi Kupang
23121,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOK,ACTIVE,Supervisor Sentra Operasi Kupang
23122,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOK,ACTIVE,Staff Sentra Operasi Kupang
23123,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOL,ACTIVE,Senior Officer Sentra Operasi Lampung
23124,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOL,ACTIVE,Supervisor Sentra Operasi Lampung
23125,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOL,ACTIVE,Staff Sentra Operasi Lampung
23126,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOM,ACTIVE,Senior Officer Sentra Operasi Makassar
23127,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOM,ACTIVE,Supervisor Sentra Operasi Makassar
23128,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOM,ACTIVE,Staff Sentra Operasi Makassar
23129,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOO,ACTIVE,Senior Officer Sentra Operasi Manado
23130,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOO,ACTIVE,Supervisor Sentra Operasi Manado
23131,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOO,ACTIVE,Staff Sentra Operasi Manado
23132,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSON,ACTIVE,Senior Officer Sentra Operasi Medan
23133,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSON,ACTIVE,Supervisor Sentra Operasi Medan
23134,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSON,ACTIVE,Staff Sentra Operasi Medan
23135,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOG,ACTIVE,Senior Officer Sentra Operasi Palembang
23136,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOG,ACTIVE,Supervisor Sentra Operasi Palembang
23137,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOG,ACTIVE,Staff Sentra Operasi Palembang
23138,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOR,ACTIVE,Senior Officer Sentra Operasi Pekanbaru
23139,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOR,ACTIVE,Supervisor Sentra Operasi Pekanbaru
23140,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOR,ACTIVE,Staff Sentra Operasi Pekanbaru
23141,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSSOI,ACTIVE,Senior Officer Sentra Operasi Pontianak
23142,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-SUSSOI,ACTIVE,Supervisor Sentra Operasi Pontianak
23143,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSSOI,ACTIVE,Staff Sentra Operasi Pontianak
23144,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-003-DDAKNL,ACTIVE,Deputi Direktur Admin Kredit & Legal
23145,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOANSP,ACTIVE,Executive Officer Admin & Sentra Pinjaman
23146,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSNPN,ACTIVE,Senior Officer Sentra Pinjaman 1
23147,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSNPN,ACTIVE,Staff Sentra Pinjaman 1
23148,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOSNPD,ACTIVE,Senior Officer Sentra Pinjaman 2
23149,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STSNPD,ACTIVE,Staff Sentra Pinjaman 2
23150,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOAKSS,ACTIVE,Senior Officer Admin Kredit 1
23151,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STAKSS,ACTIVE,Staff Admin Kredit 1
23152,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADKD,ACTIVE,Senior Officer Admin Kredit 2
23153,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STADKD,ACTIVE,Staff Admin Kredit 2
23154,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADKT,ACTIVE,Senior Officer Admin Kredit 3
23155,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STADKT,ACTIVE,Staff Admin Kredit 3
23156,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-004-EOLNAD,ACTIVE,Executive Officer Legal & Admin Dokumen
23157,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOCOLL,ACTIVE,Senior Officer Corporate Legal
23158,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STLGAL,ACTIVE,Staff Corporate Legal
23159,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOLKNO,ACTIVE,Senior Officer Legal Kredit & Operasional
23160,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STLKNO,ACTIVE,Staff Legal Kredit & Operasional
23161,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADSA,ACTIVE,Senior Officer Legal & Admin Dokumen Wil. Sulawesi & Ambon
23162,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STADSA,ACTIVE,Staff Legal & Admin Dokumen Wil. Sulawesi & Ambon
23163,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADJK,ACTIVE,"Senior Officer Legal & Admin Dokumen Wil. Ja-Tim, Bali & Kalimantan"
23164,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STADJK,ACTIVE,"Staff Legal & Admin Dokumen Wil. Ja-Tim, Bali & Kalimantan"
23165,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADJJ,ACTIVE,Senior Officer Legal & Admin Dokumen Wil. Ja-Bar & Ja-Teng
23166,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STADJJ,ACTIVE,Staff Legal & Admin Dokumen Wil. Ja-Bar & Ja-Teng
23167,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOADKK,ACTIVE,Senior Officer Legal & Admin Dokumen Wil. Kendari & Kupang
23168,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-ASTADKK,ACTIVE,Staff Legal & Admin Dokumen Wil. Kendari & Kupang
23169,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-005-SOALKP,ACTIVE,Senior Officer Admin Legal KPNO
23170,CORPORATE_POSITION,SYSTEM,2020-01-19 14:45:07,"",,LVL-006-STALKP,ACTIVE,Staff Admin Legal KPNO
