id,bankaccounts,esemail,esid,esnpwpnumber,esname,essubcoid,estelpnumber,estype,eswebsite,createdby,createddate,modifiedby,modifieddate,esstatus,orglegaldocument,orgstructuretpl,parent,pic
2339,[],,ES-1604913661644,,Bank Artha Graha Pemuda Medan (KCI) 2020,SUBCO-160491366164501,614511180,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913695265"",""orgStructureTPLName"":""Bank Artha Graha Pemuda Medan (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913695265"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-CE0A2042""}]",ES-1604890793920,
2340,[],co_secretary@ag.co.id,ES-1604913625639,,Bank Artha Graha Tual (KCP) 2020,SUBCO-160491362563925,911,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913677249"",""orgStructureTPLName"":""Bank Artha Graha Tual (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913677249"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-08AFE201""}]",ES-1604913512617,
2341,[],co_secretary@ag.co.id,ES-1604913718891,,Bank Artha Graha Mardika Ambon (KCP) 2020,SUBCO-160491371889158,911354611,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913760864"",""orgStructureTPLName"":""Bank Artha Graha Mardika Ambon (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913760864"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-CDBE96D3""}]",ES-1604913512617,
2342,[],,ES-1604907481981,,Bank Artha Graha P.Jayakarta (KCI) 2020,SUBCO-160490748198201,216262658,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,EMP-205,11/9/2020 14:14,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604907832121"",""orgStructureTPLName"":""Bank Artha Graha P. Jayakarta (KC)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604907832121"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-BB9FC576""}]",ES-1604890793920,
2343,[],,ES-1604913826076,,Bank Artha Graha Ternate (KCI) 2020,SUBCO-160491382607746,9213121349,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913861521"",""orgStructureTPLName"":""Bank Artha Graha Ternate (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913861521"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-3E0F5526""}]",ES-1604890793920,
2344,[],,ES-1604913895168,,Bank Artha Graha Sam Ratulangi Manado (KCI) 2020,SUBCO-160491389516855,431868033,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:46,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913928361"",""orgStructureTPLName"":""Bank Artha Graha Sam Ratulangi Manado (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913928361"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-86FE0033""}]",ES-1604890793920,
2345,[],,ES-1604913905839,,Bank Artha Graha Kupang (KCI) 2020,SUBCO-160491390583905,380831868,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913955849"",""orgStructureTPLName"":""Bank Artha Graha Kupang (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913955849"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-D94688C2""}]",ES-1604890793920,
2346,[],,ES-1604913998554,,Bank Artha Graha Bitung (KCI) 2020,SUBCO-160491399855438,43832501,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604914049847"",""orgStructureTPLName"":""Bank Artha Graha Bitung (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604914049847"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-58549E47""}]",ES-1604890793920,
2347,[],co_secretary@ag.co.id,ES-1604913804470,,Bank Artha Graha Cemara Asri Medan (KCP) 2020,SUBCO-160491380447024,616627101,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:46,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913840056"",""orgStructureTPLName"":""Bank Artha Graha Cemara Asri Medan (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913840056"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-770B8DA3""}]",ES-1604913661644,
2348,[],co_secretary@ag.co.id,ES-1604913947169,,Bank Artha Graha Calaca Manado (KCP) 2020,SUBCO-160491394716947,431851633,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:46,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604913999687"",""orgStructureTPLName"":""Bank Artha Graha Calaca Manado (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604913999688"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-4A66CB38""}]",ES-1604913895168,
2349,[],co_secretary@ag.co.id,ES-1604904475254,,Bank Artha Graha Tanah Abang (KCP) 2020,SUBCO-160490447525555,2131905381,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 11:22,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604904522909"",""orgStructureTPLName"":""Bank Artha Graha Tanah Abang (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604904522910"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-43C91331""}]",ES-1604896943206,
2350,[],co_secretary@ag.co.id,ES-1604907961671,,Bank Artha Graha Mangga Besar (KCP) 2020,SUBCO-160490796167101,216121944,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908061328"",""orgStructureTPLName"":""Bank Artha Graha Mangga Besar (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908061328"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-C59CC1C0""}]",ES-1604907481981,
2351,[],co_secretary@ag.co.id,ES-1604908165846,,Bank Artha Graha Kopi (KCP) 2020,SUBCO-160490816584625,216900161,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908244434"",""orgStructureTPLName"":""Bank Artha Graha Kopi (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908244434"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-1DD9CAF7""}]",ES-1604907481981,
2352,[],co_secretary@ag.co.id,ES-1604908555468,,Bank Artha Graha Taman Palem (KCP) 2020,SUBCO-160490855546855,2155957801,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908601239"",""orgStructureTPLName"":""Bank Artha Graha Taman Palem (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908601239"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-C954F01E""}]",ES-1604907481981,
2353,[],co_secretary@ag.co.id,ES-1604905842103,,Bank Artha Graha Cempaka Putih (KCP) 2020,SUBCO-160490584210442,214250229,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 11:22,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604905900304"",""orgStructureTPLName"":""Bank Artha Graha Cempaka Putih (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604905900305"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-3544CEBC""}]",ES-1604904661469,
2354,[],co_secretary@ag.co.id,ES-1604908308947,,Bank artha Graha Mangga Dua Arteri (KCP) 2020,SUBCO-160490830894848,216254846,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908411329"",""orgStructureTPLName"":""Bank artha Graha Mangga Dua Arteri (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908411329"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-8B8B7D31""}]",ES-1604907481981,
2355,[],co_secretary@ag.co.id,ES-1604908458852,,Bank Artha Graha Puri Indah (KCP) 2020,SUBCO-160490845885318,2158304490,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908515191"",""orgStructureTPLName"":""Bank Artha Graha Puri Indah (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908515191"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-9253C542""}]",ES-1604907481981,
2356,[],co_secretary@ag.co.id,ES-1604908640197,,Bank Artha Graha Green Ville (KCP) 2020,SUBCO-160490864019720,215605658,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604908701405"",""orgStructureTPLName"":""Bank Artha Graha Green Ville (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604908701405"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-7E0E09E3""}]",ES-1604907481981,
2357,[],,ES-1604908974347,,Bank Artha Graha Artha Gading (KCI) 2020,SUBCO-160490897434754,2145858090,"{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCI"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",,EMP-205,11/9/2020 14:14,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604909048362"",""orgStructureTPLName"":""Bank Artha Graha Artha Gading (KCI)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604909048362"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-F355CF10""}]",ES-1604890793920,
2358,[],co_secretary@ag.co.id,ES-1604910226106,,Bank Artha Graha Sunter (KCP) 2020,SUBCO-160491022610646,216401430,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:46,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604910276454"",""orgStructureTPLName"":""Bank Artha Graha Sunter (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604910276455"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-F8DE8F17""}]",ES-1604908974347,
2359,[],co_secretary@ag.co.id,ES-1604909358420,,Bank Artha Graha Mangga Dua Harco (KCP) 2020,SUBCO-160490935842018,216121944,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604909483824"",""orgStructureTPLName"":""Bank Artha Graha Mangga Dua Harco (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604909483824"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-3D56FCBD""}]",ES-1604908974347,
2360,[],co_secretary@ag.co.id,ES-1604910303163,,Bank Artha Graha PIK - Tzu Chi (KK) 2020,SUBCO-160491030316303,2129316391,"{""bizparKey"":""CORPTYPE-KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KK"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:46,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604910388157"",""orgStructureTPLName"":""Bank Artha Graha PIK - Tzu Chi (KK)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604910388157"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-4261C557""}]",ES-1604908974347,
2361,[],co_secretary@ag.co.id,ES-1604906989870,,Bank Artha Graha Wiladatika Cibubur (KCP) 2020,SUBCO-160490698987049,2129060009,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:14,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604907089877"",""orgStructureTPLName"":""Bank Artha Graha Wiladatika Cibubur (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604907089877"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-9DB4EF32""}]",ES-1604904661469,
2362,[],co_secretary@ag.co.id,ES-1604910068228,,Bank Artha Graha Kelapa Gading Boulevard (KCP) 2020,SUBCO-160491006822808,214508927,"{""bizparKey"":""CORPTYPE-KCP"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KCP"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""19-01-2020 14:45:07"",""modifiedBy"":"""",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.arthagraha.com,EMP-205,11/9/2020 14:46,EMP-205,11/10/2020 14:00,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1604910121182"",""orgStructureTPLName"":""Bank Artha Graha Kelapa Gading Boulevard (KCP)"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1604910121182"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-1495DEAD""}]",ES-1604908974347,
