"id","esemail","esid","esname","essubcoid","estelpnumber","estype","eswebsite","createdby","createddate","modifiedby","modifieddate","esstatus","orglegaldocument","orgstructuretpl","parent","pic","bankaccounts","esnpwpnumber","taxoffice"
235,co_secretary@ag.co.id,ES-1580515856877,Bank Artha Graha Karet Surabaya (KC),SUBCO-158051585687756,"021","{""bizparKey"":""KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Cabang"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""05-03-2020 16:33:44"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 07:06:56,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580810790743"",""orgStructureTPLName"":""KC Karet - SBY"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580810790743"",""orgStructureSKNumber"":"" KC Karet - SBY"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580808730522""},{""orgStructureTPLID"":""OS-1580891408338"",""orgStructureTPLName"":""KC Karet - SBY                  "",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580891408338"",""orgStructureSKNumber"":""KC Karet - SBY          "",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580808730522""}]",ES-1580456121025,,,,
242,co_secretary@ag.co.id,ES-1580516332124,Bank Artha Graha Pasar Turi (KK),SUBCO-158051633212452,"021","{""bizparKey"":""KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""Kantor Kas"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""08-01-2020 15:47:00"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""27-01-2020 10:44:06""},""bizparCategory"":""CORPORATE_TYPE""}","",BBFCF480,2020-02-01 07:14:35,EMP-205,2020-03-05 08:23:15,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1580730656854"",""orgStructureTPLName"":""KK Pasar Turi - SBY"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1580730656854"",""orgStructureSKNumber"":""KK Pasar Turi - SBY"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1580543302619""}]",ES-1580515856877,,,,
255,gina@gmail.com,ES-1584585680374,EKSADPRO,SUBCO-158458568037520,"13212321","{""bizparKey"":""CORPTYPE-KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KK"",""bizparCreationalDTO"":{""createdBy"":""362DB28C"",""createdDate"":""12-03-2020 10:34:27"",""modifiedBy"":""362DB28C"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-03-19 02:40:48,EMP-205,2020-03-19 02:52:27,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1584586382488"",""orgStructureTPLName"":""dsadasda"",""orgStructureStartDate"":""07-03-2020"",""orgStructureEndDate"":""14-03-2020"",""isOrgStructureDefault"":true,""orgStructureTag"":""V-1584586382488"",""orgStructureSKNumber"":""123123"",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-1579076133296""}]",ES-1583989537197,"704EBCEE",[],,
300,"",ES-1603776045439,BIO KCI,SUBCO-160377604543945,"1","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 13:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-10-27 09:07:33,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1603776076666"",""orgStructureTPLName"":""KCI"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1603776076666"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1603775640540""}]",ES-1603776115079,"",[],,
258,mail@corpnew.com,ES-1585273430256,CORP NEW,SUBCO-158527343025650,"08289234234","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 20:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",mail@gmail.com,EMP-000368,2020-03-27 01:37:37,EMP-000368,2020-03-27 01:37:37,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}",[],ES-1583910362783,,[],,
23,mail@eksad.com,ES-001,PT TIGA DAYA DIGITAL INDONESIA,SUBCO-157301276280622,"02157958040","{""bizparKey"":""CORPTYP-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""HO"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""13-09-2019 10:48:16"",""modifiedBy"":null,""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",https://www.eksad.com/,SYSTEM,2019-11-06 10:36:12,SYSTEM,2019-12-03 09:56:51,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-001_CDqo+GMv.pdf""}","[{""orgStructureTPLID"":""OS-1584090155730"",""orgStructureTPLName"":""SO 11 Feb 2020"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1584090155731"",""orgStructureSKNumber"":""knd"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1581392129747""}]",,,"[{""corporateBankAccountID"":""CORPBANK-1580728054992"",""bankAccountNumber"":""12313"",""bank"":{""bankID"":""BANK-003"",""bankCode"":""9902"",""bankName"":""MANDIRI"",""country"":{""countryID"":null,""countryName"":null,""setProvinceDTOs"":null,""countryStatus"":null,""countryCreationalDTO"":null},""province"":{""provinceID"":null,""provinceName"":null,""setKabKotDTOs"":null,""provinceStatus"":null,""provinceCreationalDTO"":null},""district"":{""kabkotID"":null,""kabkotName"":null,""setkecamatan"":null,""kabkotStatus"":null,""kabkotCreationalDTO"":null},""bankAddress"":""Jl. Gatot Subroto Kav 10"",""description"":""BUMN"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""30-01-2020 03:19:49"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""02-03-2020 11:08:24""},""bankStatus"":""ACTIVE"",""bicode"":""001002003""},""companyCode"":""3234234"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""235"",""description"":""saf""},{""corporateBankAccountID"":""CORPBANK-1582789513567"",""bankAccountNumber"":""29289929392"",""bank"":{""bankID"":""BANK-1580470019443"",""bankCode"":""12323"",""bankName"":""BCA"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 08:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 04:24:40""}},""province"":{""provinceID"":""3200"",""provinceName"":""Jawa Barat"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-06-2019 08:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""29-06-2019 08:04:03""}},""district"":{""kabkotID"":""3271"",""kabkotName"":""KOTA BOGOR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-08-2018 19:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""05-08-2018 19:08:09""}},""bankAddress"":""sdasjdk"",""description"":""test"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""31-01-2020 18:26:59"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""31-01-2020 18:26:59""},""bankStatus"":""ACTIVE"",""bicode"":""12321""},""companyCode"":""02738934"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""H928"",""description"":""TEST""},{""corporateBankAccountID"":""CORPBANK-1583147412653"",""bankAccountNumber"":""1231313"",""bank"":{""bankID"":""BANK-1580805668728"",""bankCode"":""8971"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 15:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 11:24:40""}},""province"":{""provinceID"":""3200"",""provinceName"":""Jawa Barat"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-06-2019 15:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""29-06-2019 15:04:03""}},""district"":{""kabkotID"":""3203"",""kabkotName"":""KAB. CIANJUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""06-08-2018 02:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""06-08-2018 02:08:09""}},""bankAddress"":""asd"",""description"":""asd"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""04-02-2020 22:41:08"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""04-02-2020 22:41:08""},""bankStatus"":""ACTIVE"",""bicode"":""3987""},""companyCode"":""123123"",""currency"":{""bizparKey"":""CURREN-002"",""bizparStatus"":""ACTIVE"",""bizparValue"":""USD"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:06"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:06""},""bizparCategory"":""CURRENCY""},""branchCode"":""12313"",""description"":""asdad""},{""corporateBankAccountID"":""CORPBANK-1583147504048"",""bankAccountNumber"":""2131313"",""bank"":{""bankID"":""BANK-1583137439004"",""bankCode"":""021"",""bankName"":""BANK ARTHA"",""country"":{""countryID"":null,""countryName"":null,""setProvinceDTOs"":null,""countryStatus"":null,""countryCreationalDTO"":null},""province"":{""provinceID"":null,""provinceName"":null,""setKabKotDTOs"":null,""provinceStatus"":null,""provinceCreationalDTO"":null},""district"":{""kabkotID"":null,""kabkotName"":null,""setkecamatan"":null,""kabkotStatus"":null,""kabkotCreationalDTO"":null},""bankAddress"":""JAKSEL"",""description"":"""",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""02-03-2020 15:23:59"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""02-03-2020 15:23:59""},""bankStatus"":""ACTIVE"",""bicode"":""222""},""companyCode"":""a2313"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""123123"",""description"":""aasdad""},{""corporateBankAccountID"":""CORPBANK-1583209096283"",""bankAccountNumber"":""123"",""bank"":{""bankID"":""BANK-1583137439004"",""bankCode"":""021"",""bankName"":""BANK ARTHA"",""country"":{""countryID"":null,""countryName"":null,""setProvinceDTOs"":null,""countryStatus"":null,""countryCreationalDTO"":null},""province"":{""provinceID"":null,""provinceName"":null,""setKabKotDTOs"":null,""provinceStatus"":null,""provinceCreationalDTO"":null},""district"":{""kabkotID"":null,""kabkotName"":null,""setkecamatan"":null,""kabkotStatus"":null,""kabkotCreationalDTO"":null},""bankAddress"":""JAKSEL"",""description"":"""",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""02-03-2020 08:23:59"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""02-03-2020 08:23:59""},""bankStatus"":""ACTIVE"",""bicode"":""222""},""companyCode"":""1212"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""1212"",""description"":""ok""},{""corporateBankAccountID"":""CORPBANK-1583213414625"",""bankAccountNumber"":""qweqew132123"",""bank"":{""bankID"":""BANK-1580805668728"",""bankCode"":""8971"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 08:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 04:24:40""}},""province"":{""provinceID"":""3200"",""provinceName"":""Jawa Barat"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-06-2019 08:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""29-06-2019 08:04:03""}},""district"":{""kabkotID"":""3203"",""kabkotName"":""KAB. CIANJUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-08-2018 19:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""05-08-2018 19:08:09""}},""bankAddress"":""asd"",""description"":""asd"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""04-02-2020 15:41:08"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""04-02-2020 15:41:08""},""bankStatus"":""ACTIVE"",""bicode"":""3987""},""companyCode"":""123123adad"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""123"",""description"":""asdads""},{""corporateBankAccountID"":""SUBCO-158201347952619"",""bankAccountNumber"":""qweqew132123"",""bank"":{""bankID"":""BANK-1580805668728"",""bankCode"":""8971"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 08:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 04:24:40""}},""province"":{""provinceID"":""3200"",""provinceName"":""Jawa Barat"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-06-2019 08:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""29-06-2019 08:04:03""}},""district"":{""kabkotID"":""3203"",""kabkotName"":""KAB. CIANJUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""05-08-2018 19:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""05-08-2018 19:08:09""}},""bankAddress"":""asd"",""description"":""asd"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""04-02-2020 15:41:08"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""04-02-2020 15:41:08""},""bankStatus"":""ACTIVE"",""bicode"":""3987""},""companyCode"":""123123adad"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 16:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 16:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""123"",""description"":""asdads""}]",,
302,"",ES-1603776157206,KK BIO,SUBCO-160377615720637,"3","{""bizparKey"":""CORPTYPE-KK"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KK"",""bizparCreationalDTO"":{""createdBy"":""362DB28C"",""createdDate"":""12-03-2020 03:34:27"",""modifiedBy"":""362DB28C"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-10-27 09:07:33,SYSTEM,,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1603776187428"",""orgStructureTPLName"":""kk"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1603776187428"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1603775890281""}]",ES-1603776045439,"",[],,
257,MAIL@MAIL.COM,ES-1584940101305,SO TEST,SUBCO-158494010130621,"322346346","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 20:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-000368,2020-03-23 05:02:59,EMP-205,2020-03-24 03:49:15,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1584940305337"",""orgStructureTPLName"":""a"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1584940305337"",""orgStructureSKNumber"":""a"",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-1583898051163""}]",,,"[{""corporateBankAccountID"":""CORPBANK-1585033367394"",""bankAccountNumber"":""1234567890"",""bank"":{""bankID"":""BANK-1580805668728"",""bankCode"":""cek"",""bankName"":""BRI"",""country"":{""countryID"":""IND"",""countryName"":""INDONESIA"",""setProvinceDTOs"":[],""countryStatus"":""ACTIVE"",""countryCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""18-06-2019 15:04:03"",""modifiedBy"":"""",""modifiedDate"":""31-01-2020 11:24:40""}},""province"":{""provinceID"":""3200"",""provinceName"":""Jawa Barat"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""29-06-2019 15:04:03"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""29-06-2019 15:04:03""}},""district"":{""kabkotID"":""3203"",""kabkotName"":""KAB. CIANJUR"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""06-08-2018 02:08:09"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""06-08-2018 02:08:09""}},""bankAddress"":""asd"",""description"":""asd"",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""04-02-2020 22:41:08"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""04-02-2020 22:41:08""},""bankStatus"":""ACTIVE"",""bicode"":""3987""},""companyCode"":""001"",""currency"":{""bizparKey"":""CURREN-001"",""bizparStatus"":""ACTIVE"",""bizparValue"":""IDR"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""26-06-2019 23:43:05"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""26-06-2019 23:43:05""},""bizparCategory"":""CURRENCY""},""branchCode"":""100"",""description"":""Test""}]",,
272,"",ES-1595926200923,eksadprosuh,SUBCO-159592620092300,"23121232","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 13:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-205,2020-07-28 15:48:58,EMP-205,2020-07-28 16:20:44,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1595926200923_Report_Ahass.pdf""}",[],,"704EBCEE","[{""corporateBankAccountID"":""CORPBANK-1595927632757"",""bankAccountNumber"":""21"",""bank"":{""bankID"":""BANK-1585034214455"",""bankCode"":""RB"",""bankName"":""Riyad Bank"",""country"":{""countryID"":null,""countryName"":null,""setProvinceDTOs"":null,""countryStatus"":null,""countryCreationalDTO"":null},""province"":{""provinceID"":""AD"",""provinceName"":""Abu Dhabi"",""setKabKotDTOs"":[],""provinceStatus"":""ACTIVE"",""provinceCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""24-03-2020 04:46:50"",""modifiedBy"":""EMP-205"",""modifiedDate"":null}},""district"":{""kabkotID"":""DB"",""kabkotName"":""Dubai"",""setkecamatan"":[],""kabkotStatus"":""ACTIVE"",""kabkotCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""24-03-2020 05:07:30"",""modifiedBy"":""EMP-205"",""modifiedDate"":null}},""bankAddress"":""Public Shareholding Company, Capital of SAR 30 Billion, Commercial Register (1010001054), P.O. Box 22622 Riyadh 11416"",""description"":"""",""bankCreational"":{""createdBy"":""SYSTEM"",""createdDate"":""24-03-2020 03:49:15"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""24-03-2020 03:49:15""},""bankStatus"":""ACTIVE"",""bicode"":""1010""},""companyCode"":""21"",""currency"":{""bizparKey"":""CURREN-003"",""bizparStatus"":""ACTIVE"",""bizparValue"":""JPY"",""bizparCreationalDTO"":{""createdBy"":""SYSTEM"",""createdDate"":""03-09-2019 10:43:54"",""modifiedBy"":""SYSTEM"",""modifiedDate"":""03-09-2019 11:17:06""},""bizparCategory"":""CURRENCY""},""branchCode"":""2"",""description"":""""}]",,
261,bagi@mail.com,ES-1587534507912,KC SURYOPRANOTO NEW (22/04/2020) TEST,SUBCO-158753450791227,"0888888888888","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 13:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.suryopranotobagi.com,EMP-205,2020-04-22 05:44:06,EMP-000368,2020-05-04 21:59:33,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1587534691590"",""orgStructureTPLName"":""KC Suryopranoto-JKT"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1587534691590"",""orgStructureSKNumber"":""22/04/2020"",""orgStructureTPLStatus"":""INACTIVE"",""referenceOrgStructureTPLID"":""STR-1591694948107""}]",ES-1582013387942,,[],,
266,corp_secretary@ag.co.id,ES-1583989537197,KC SURYOPRANOTO,SUBCO-158398953719737,"0219000081","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 20:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","",EMP-000027,2020-06-23 07:46:16,EMP-000368,2020-06-29 02:09:53,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1592900444531"",""orgStructureTPLName"":""TPLNM-001"",""orgStructureStartDate"":null,""orgStructureEndDate"":null,""isOrgStructureDefault"":true,""orgStructureTag"":""V-1592900444531"",""orgStructureSKNumber"":""SKNB-001"",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1583898051163""}]",ES-1583989469491,,[],,
273,oke,ES-1595928302092,bisa,SUBCO-159592830209202,"33332","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 13:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}","21212",EMP-205,2020-07-28 16:23:03,EMP-205,2020-07-28 16:36:42,INACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":""document/es_doc/ES_DOC_ES-1595928302092_response.pdf""}",[],,"704EBCEE",[],,
262,today@mail.com,ES-1588559489998,KC Today Red Line (New),SUBCO-158855948999829,"089776678880","{""bizparKey"":""CORPTYPE-KC"",""bizparStatus"":""ACTIVE"",""bizparValue"":""KC"",""bizparCreationalDTO"":{""createdBy"":""EMP-205"",""createdDate"":""25-02-2020 20:11:26"",""modifiedBy"":""EMP-205"",""modifiedDate"":null},""bizparCategory"":""CORPORATE_TYPE""}",www.todaycorplinered.com,EMP-205,2020-05-04 02:24:17,EMP-205,2020-05-04 02:24:17,ACTIVE,"{""orgLegalDocumentID"":null,""orgLegalDocumentURL"":null}","[{""orgStructureTPLID"":""OS-1589870824986"",""orgStructureTPLName"":""testing"",""orgStructureStartDate"":""09-05-2020"",""orgStructureEndDate"":""22-05-2020"",""isOrgStructureDefault"":true,""orgStructureTag"":""V-1589870824986"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1588751546735""},{""orgStructureTPLID"":""OS-1589873058686"",""orgStructureTPLName"":""testing 2"",""orgStructureStartDate"":""29-05-2020"",""orgStructureEndDate"":""30-05-2020"",""isOrgStructureDefault"":true,""orgStructureTag"":""V-1589873058686"",""orgStructureSKNumber"":"""",""orgStructureTPLStatus"":""ACTIVE"",""referenceOrgStructureTPLID"":""STR-1586763283197""}]",,,[],,
