id;bizparcategory;createdby;createddate;modifiedby;modifieddate;bizparkey;bizparstatus;bizparvalue
1231;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-20;ACTIVE;Rapel Potongan Gaji
1232;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-21;ACTIVE;Rapel Potongan Tunjangan Jabatan
1233;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-22;ACTIVE;PPS ArthaGuna(D)
1234;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-23;ACTIVE;PPS KPR(D)
1235;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-24;ACTIVE;PPS KPM(D)
1236;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-25;ACTIVE;BPS ArthaGuna(D)
1237;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-26;ACTIVE;BPS KPR(D)
1238;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-27;ACTIVE;BPS KPM(D)
1239;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-28;ACTIVE;PPS ArthaGuna2(D)
1240;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-29;ACTIVE;PPS KPR2(D)
1241;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-30;ACTIVE;PPS KPM2(D)
1242;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-31;ACTIVE;BPS ArthaGuna2(D)
1243;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-32;ACTIVE;BPS KPR2(D)
1244;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:00;SYSTEM;26/06/2019 17:00;PAYTPLSEG-04-COM-33;ACTIVE;BPS KPM2(D)
1245;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04-COM-34;ACTIVE;Other Ded(Pensiun)
1246;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04-COM-35;ACTIVE;Pajak
1247;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04-COM-36;ACTIVE;pajak pesangon
1248;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04-COM-37;ACTIVE;Potongan Medical (for tax calculation)
1249;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04-COM-38;ACTIVE;Potongan Premi Asuransi
1250;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-05-COM-01;ACTIVE;BENEFIT 1
1251;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-05-COM-02;ACTIVE;TOTAL BENEFIT
1252;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-06-COM-01;ACTIVE;TOTAL GAJI BERSIH
1253;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-06-COM-03;ACTIVE;DITERIMA OLEH
1254;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PK-MEDICAL;ACTIVE;Medical (for tax calculation)
1255;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PK-PP;ACTIVE;Potongan Pinjaman
1256;PAYROLL_TPL_COMPONENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PK-PTC;ACTIVE;Premi Kerajinan
1257;PAYROLL_TPL_COMPONENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYROLL_TPL_COMPONENT_TYPE;ACTIVE;UMUM
1258;PAYROLL_TPL_COMPONENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLCOMTYP-01;ACTIVE;PERCENTACE
1259;PAYROLL_TPL_COMPONENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLCOMTYP-02;ACTIVE;STANDARD
1260;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-01;ACTIVE;TITLE
1261;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-02;ACTIVE;HEADER
1262;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-03;ACTIVE;PENERIMAAN
1263;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-04;ACTIVE;POTONGAN
1264;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-05;ACTIVE;BENEFIT
1265;PAYROLL_TPL_SEGMENT;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PAYTPLSEG-06;ACTIVE;FOOTER
1266;PENSION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;PENTYP-001;ACTIVE;PENSION TYPE 1
1267;PENSION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;TYPE PENSIUN;ACTIVE;4
1268;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;K0;ACTIVE;K0
1269;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;K1;ACTIVE;K1
1270;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;K2;ACTIVE;K2
1271;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;K3;ACTIVE;K3
1272;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;TK0;ACTIVE;T0
1273;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;TK1;ACTIVE;T1
1274;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;TK2;ACTIVE;T2
1275;PTKP_DEPENDENTS_FAMILY_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;TK3;ACTIVE;T3
1276;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-001;ACTIVE;< 20
1277;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-002;ACTIVE;21 - 25
1278;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-003;ACTIVE;26 - 30
1279;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-004;ACTIVE;31 - 35
1280;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-005;ACTIVE;36 - 40
1281;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-006;ACTIVE;41 - 45
1282;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-007;ACTIVE;> 45
1283;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-008;ACTIVE;Max 25
1284;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-009;ACTIVE;25 - 28
1285;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-010;ACTIVE;28 - 30
1286;RECRUITMENT_AGE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECAGE-011;ACTIVE;> 30
1287;RECRUITMENT_CATEGORY;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECCAT-001;ACTIVE;TETAP
1288;RECRUITMENT_CATEGORY;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECCAT-002;ACTIVE;KONTRAK
1289;RECRUITMENT_CATEGORY;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECCAT-003;ACTIVE;PERCOBAAN
1290;RECRUITMENT_CATEGORY;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;RECCAT-004;ACTIVE;TRAINEE
1291;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-01;ACTIVE;SURAT LAMARAN
1292;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-02;ACTIVE;FOTOKOPI CV
1293;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-03;ACTIVE;FOTOKOPI IJAZAH
1294;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-04;ACTIVE;FOTOKOPI KTP
1295;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-05;ACTIVE;FOTOKOPI TRANSKRIP NILAI
1296;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-06;ACTIVE;PASFOTO BERLATAR WARNA MERAH
1297;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-07;ACTIVE;SKCK
1298;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-08;ACTIVE;SERTIFIKAT TOEFL
1299;RECRUITMENT_DOCUMENT_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-DOC-TYP-09;ACTIVE;PENDUKUNG LAINNYA
1300;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-Q-TYPE-01;ACTIVE;JENIS KELAMIN
1301;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-Q-TYPE-02;ACTIVE;UMUR
1302;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-Q-TYPE-03;ACTIVE;BERPENGALAMAN
1303;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:01;SYSTEM;26/06/2019 17:01;REC-Q-TYPE-04;ACTIVE;PENDIDIKAN
1304;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-05;ACTIVE;PENGUASAAN BAHASA
1305;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-06;ACTIVE;TOEFL
1306;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-07;ACTIVE;KEWARGANEGARAAN
1307;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-08;ACTIVE;NILAI/IPK
1308;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-09;ACTIVE;AKREDITASI PT
1309;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-10;ACTIVE;AKREDITASI PRODI/JURUSAN
1310;RECRUITMENT_QUALIFICATION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;REC-Q-TYPE-11;ACTIVE;JURUSAN
1311;RECRUITMENT_REASON_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECRSNTYP-001;ACTIVE;POSISI BARU
1312;RECRUITMENT_REASON_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECRSNTYP-002;ACTIVE;PERSONIL LAMA
1313;RECRUITMENT_REASON_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECRSNTYP-003;ACTIVE;LAIN_LAIN
1314;RECRUITMENT_REQUEST_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECREQ-001;ACTIVE;PENAMBAHAN
1315;RECRUITMENT_REQUEST_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECREQ-002;ACTIVE;PENGGANTIAN
1316;RECRUITMENT_REQUEST_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECREQ-003;ACTIVE;PROMOSI
1317;RECRUITMENT_REQUEST_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECREQ-004;ACTIVE;DEMOSI
1318;RECRUITMENT_REQUEST_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECREQ-005;ACTIVE;ROTASI
1319;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-001;ACTIVE;MEDICAL CHECKUP
1320;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-002;ACTIVE;ADMINISTRASI
1321;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-003;ACTIVE;TES TERTULIS
1322;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-004;ACTIVE;TES PSIKOTES
1323;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-005;ACTIVE;INTERVIEW AWAL
1324;RECRUITMENT_SELECTION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RESETY-006;ACTIVE;INTERVIEW AKHIR
1325;RECRUITMENT_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECTYP-002;ACTIVE;EKSTERNAL
1326;RECRUITMENT_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECTYP-003;ACTIVE;INTERNAL
1327;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-001;ACTIVE;FRESH GRADUATE
1328;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-002;ACTIVE;EXPERIENCE
1329;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-003;ACTIVE;0 - 1 Tahun
1330;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-004;ACTIVE;1 - 2 Tahun
1331;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-005;ACTIVE;3 - 4 Tahun
1332;RECRUITMENT_WORK_EXPERIENCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RECWOREXP-006;ACTIVE;4 Tahun ke atas
1333;RELIGION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RLGTYP-001;ACTIVE;ISLAM
1334;RELIGION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RLGTYP-002;ACTIVE;KRISTEN
1335;RELIGION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RLGTYP-003;ACTIVE;KATOLIK
1336;RELIGION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RLGTYP-004;ACTIVE;HINDU
1337;RELIGION_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RLGTYP-005;ACTIVE;BUDHA
1338;SHIO;SYSTEM;43642,71012;SYSTEM;43642,71012;SHIO_0001;ACTIVE;KERBAU PUTIH
1339;SHIO;SYSTEM;43642,71014;SYSTEM;43642,71014;SHIO-001;ACTIVE;BABI
1340;SHIO;SYSTEM;43642,71015;SYSTEM;43642,71015;SHIO-002;ACTIVE;ANJING
1341;SHIO;SYSTEM;43642,71016;SYSTEM;43642,71016;SHIO-003;ACTIVE;AYAM
1342;SHIO;SYSTEM;43642,71017;SYSTEM;43642,71017;SHIO-004;ACTIVE;MONYET
1343;SHIO;SYSTEM;43642,71018;SYSTEM;43642,71018;SHIO-005;ACTIVE;KAMBING
1344;SHIO;SYSTEM;43642,71019;SYSTEM;43642,71019;SHIO-006;ACTIVE;KUDA
1345;SHIO;SYSTEM;43642,71021;SYSTEM;43642,71021;SHIO-007;ACTIVE;ULAR
1346;SHIO;SYSTEM;43642,71022;SYSTEM;43642,71022;SHIO-008;ACTIVE;NAGA
1347;SHIO;SYSTEM;43642,71023;SYSTEM;43642,71023;SHIO-009;ACTIVE;KELINCI
1348;SHIO;SYSTEM;43642,71024;SYSTEM;43642,71024;SHIO-010;ACTIVE;HARIMAU
1349;SHIO;SYSTEM;43642,71025;SYSTEM;43642,71025;SHIO-011;ACTIVE;KERBAU
1350;SHIO;SYSTEM;43642,71026;SYSTEM;43642,71026;SHIO-012;ACTIVE;TIKUS
1351;SOCIAL_MEDIA;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SOSMED-01;ACTIVE;FACEBOOK
1352;SOCIAL_MEDIA;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SOSMED-02;ACTIVE;INSTAGRAM
1353;SOCIAL_MEDIA;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SOSMED-03;ACTIVE;TWITTER
1354;SOCIAL_MEDIA;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SOSMED-04;ACTIVE;PATH
1355;SOURCE_TYPE_ATTENDANCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RCTYPE-001;ACTIVE;WEB
1356;SOURCE_TYPE_ATTENDANCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RCTYPE-002;ACTIVE;MOBILE
1357;SOURCE_TYPE_ATTENDANCE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;RCTYPE-003;ACTIVE;FINGERPRINT
1358;SPPD_ACCOUNT_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SPACTY-01;ACTIVE;REKENING PRIBADI
1359;SPPD_ACCOUNT_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SPACTY-02;ACTIVE;REKENING PENAMPUNG
1360;SPPD_ACCOUNT_TYPE;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SPACTY-03;ACTIVE;REKENING KARTU KREDIT
1361;SPPD_CATEGORY;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SPPCAT-001;ACTIVE;TUGAS PENGAWAS
1362;SPPD_CATEGORY;SYSTEM;26/06/2019 17:02;SYSTEM;26/06/2019 17:02;SPPCAT-002;ACTIVE;TUGAS MARKETING
1363;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-003;ACTIVE;TUGAS TAKSASI JAMINAN
1364;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-004;ACTIVE;TUGAS RAPAT KERJA
1365;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-005;ACTIVE;TUGAS MEMBAWA KENDARAAN (DRIVER)
1366;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-006;ACTIVE;TUGAS MENGAJAR/MEMBERI MATERI ILMU SEBAGAI PENGAJAR/INSTRUKTOR
1367;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-007;ACTIVE;TUGAS MENGAJAR/MEMBERI MATERI ILMU SEBAGAI MODERATOR/PANELIS
1368;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-008;ACTIVE;TUGAS MENGAJAR/MEMBERI MATERI ILMU SEBAGAI LAIN – LAINNYA
1369;SPPD_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;SPPCAT-009;ACTIVE;TUGAS LAINNYA SEUSAI KUALIFIKASI SERTA KEPENTINGAN PERUSAHAAN
1370;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN-CG-01;ACTIVE;HOTEL
1371;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TL-CG-01;ACTIVE;TRANPORTASI LOKAL (TAKSI/BENSIN/TOL)
1372;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CG-01;ACTIVE;PESAWAT
1373;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CG-02;ACTIVE;KERETA API
1374;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CG-03;ACTIVE;KAPAL LAUT
1375;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CG-04;ACTIVE;BUS
1376;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-US-CG-01;ACTIVE;UANG SAKU
1377;SPPD_COST_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-US-CG-02;ACTIVE;LAUNDRY
1378;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN-CC-04;ACTIVE;Bintang 3 -  Standard room
1379;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN-CC-05;ACTIVE;Bintang 4 -  Standard room
1380;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN-CC-06;ACTIVE;Bintang 5
1381;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN-CC-07;ACTIVE;Non Bintang
1382;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CC-01;ACTIVE;Bisnis
1383;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CC-02;ACTIVE;Ekonomi
1384;SPPD_COST_CLASS;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR-CC-03;ACTIVE;Eksekutif
1385;SPPD_COST_TYPE;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-PN;ACTIVE;PENGINAPAN
1386;SPPD_COST_TYPE;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TL;ACTIVE;TRANSPORT LOKAL
1387;SPPD_COST_TYPE;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-TR;ACTIVE;TRANSPORTASI
1388;SPPD_COST_TYPE;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;CT-US;ACTIVE;UANG SAKU
1389;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-PN-CG-01;ACTIVE;HOTEL
1390;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TL-CG-01;ACTIVE;TRANPORTASI LOKAL (TAKSI/BENSIN/TOL)
1391;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TR-CG-01;ACTIVE;PESAWAT
1392;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TR-CG-02;ACTIVE;KERETA API
1393;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TR-CG-03;ACTIVE;KAPAL LAUT
1394;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TR-CG-04;ACTIVE;BUS
1395;SPPD_FACILITY_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-US-CG-01;ACTIVE;UANG SAKU
1396;SPPD_FACILITY_ORDER_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TY-COM-01;ACTIVE;RESERVASI CABANG
1397;SPPD_FACILITY_ORDER_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TY-COM-02;ACTIVE;TRAVEL/REKANAN
1398;SPPD_FACILITY_ORDER_CATEGORY;SYSTEM;26/06/2019 17:03;SYSTEM;26/06/2019 17:03;FC-TY-PER-01;ACTIVE;SENDIRI
