"id","bizparcategory","createdby","createddate","modifiedby","modifieddate","bizparkey","bizparstatus","bizparvalue"
2245,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKT5,ACTIVE,Senior Officer Kontrol 5                          
2246,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-SKKT5,ACTIVE,Staff Kontrol 5                                   
2247,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKT6,ACTIVE,Senior Officer Kontrol 6                          
2248,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-SKKT6,ACTIVE,Staff Kontrol 6                                   
2249,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKT7,ACTIVE,Senior Officer Kontrol 7                          
2250,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-SKKT7,ACTIVE,Staff Kontrol 7                                   
2251,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKT8,ACTIVE,Senior Officer Kontrol 8                          
2252,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-SKKT8,ACTIVE,Staff Kontrol 8                                   
2253,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKLK1,ACTIVE,Senior Officer Kontrol Luar Kota 1                
2254,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STKLK1,ACTIVE,Staff Kontrol Luar Kota 1                         
2255,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKLK2,ACTIVE,Senior Officer Kontrol Luar Kota 2                
2256,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STKLK2,ACTIVE,Staff Kontrol Luar Kota 2                         
2257,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKLK3,ACTIVE,Senior Officer Kontrol Luar Kota 3                
2258,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STKLK3,ACTIVE,Staff Kontrol Luar Kota 3                         
2259,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKLK4,ACTIVE,Senior Officer Kontrol Luar Kota 4                
2260,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STKLK4,ACTIVE,Staff Kontrol Luar Kota 4                         
2261,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKLK5,ACTIVE,Senior Officer Kontrol Luar Kota 5                
2262,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STKLK5,ACTIVE,Staff Kontrol Luar Kota 5                         
2263,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-001-SEKRPR,ACTIVE,Sekretaris Perusahaan                             
2264,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDHKM,ACTIVE,Deputi Direktur Hukum                             
2265,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOHKP,ACTIVE,Executive Officer Hukum Perusahaan                
2266,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOHUP,ACTIVE,Senior Officer Hukum Perusahaan                   
2267,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STHUP,ACTIVE,Staff Hukum Perusahaan                            
2268,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOLTP,ACTIVE,Executive Officer Litigasi Perusahaan             
2269,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOLIP,ACTIVE,Senior Officer Litigasi Perusahaan                
2270,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STLIP,ACTIVE,Staff Litigasi Perusahaan                         
2271,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOHKO,ACTIVE,Executive Officer Hukum Kredit dan Operasi        
2272,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOHKO,ACTIVE,Senior Officer Hukum Kredit dan Operasi           
2273,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STHKO,ACTIVE,Staff Hukum Kredit dan Operasi                    
2274,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-SKHUM,ACTIVE,Staff Khusus Hukum                                
2275,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDASP,ACTIVE,Deputi Direktur Admin Sekretaris Perusahaan       
2276,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOTJS,ACTIVE,Executive Officer Tg. Jwb Sosial & Peng Perusahaan
2277,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOCSS,ACTIVE,Senior Officer CSSR                               
2278,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STCSR,ACTIVE,Staff CSSR                                        
2279,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOASP,ACTIVE,Executive Officer Admin Sekretaris Perusahaan     
2280,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOASP,ACTIVE,Senior Officer Admin Sekretaris Perusahaan        
2281,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPDS,ACTIVE,Staff Pelaporan dan Surat                         
2282,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STASP,ACTIVE,Staff Admin Sekretaris Perusahaan                 
2283,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKASP,ACTIVE,Staff Khusus Admin Sekretaris Perusahaan          
2284,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDHIN,ACTIVE,Deputi Direktur Hubungan Internasional            
2285,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-001-BRDRK,ACTIVE,Biro Direksi                                      
2286,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDMJP,ACTIVE,Deputi Direktur Manajemen Perubahan               
2287,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDSDU,ACTIVE,Deputi Direktur SDM dan Umum                      
2288,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOPSD,ACTIVE,Executive Officer Pengembangan SDM dan Diklat     
2289,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOPSD,ACTIVE,Senior Officer Pengembangan SDM                   
2290,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPGDS,ACTIVE,Staff Pengembangan SDM                            
2291,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOPLT,ACTIVE,Senior Officer Pelatihan                          
2292,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPLTH,ACTIVE,Staff Pelatihan                                   
2293,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EORKT,ACTIVE,Executive Officer Rekrutmen                       
2294,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SORKR,ACTIVE,Senior Officer Rekrutmen                          
2295,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STRKT,ACTIVE,Staff Rekrutmen                                   
2296,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOHIN,ACTIVE,Executive Officer Hubungan Industrial             
2297,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOHIN,ACTIVE,Senior Officer Hubungan Industrial                
2298,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STHIN,ACTIVE,Staff Hubungan Industrial                         
2299,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STSDC,ACTIVE,Staff SDM Cabang                                  
2301,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOKDB,ACTIVE,Executive Officer Kompensasi dan Benefit          
2302,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKOM,ACTIVE,Senior Officer Kompensasi                         
2303,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPAY,ACTIVE,Staff Payroll                                     
2304,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPSDM,ACTIVE,Staff Pembukuan SDM                               
2305,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOBEN,ACTIVE,Senior Officer Benefit                            
2306,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STMED,ACTIVE,Staff Medical                                     
2307,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPJK,ACTIVE,Staff Pajak                                       
2308,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPKA,ACTIVE,Staff Pinjaman Karyawan                           
2309,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STASDM,ACTIVE,Staff Admin SDM                                   
2310,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOPDP,ACTIVE,Executive Officer Pengadaan & Premises            
2311,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STUSKR,ACTIVE,Staff Umum Sekretariat                            
2312,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOUPI,ACTIVE,"Senior Officer Umum Pengadaan, Inv. dan Gudang ATK"
2313,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STUPGD,ACTIVE,Staff Umum Pengadaan                              
2314,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STAKTI,ACTIVE,Staff Aktiva / Inventaris                         
2315,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STUGA,ACTIVE,Staff Umum Gudang ATK                             
2316,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOUMB,ACTIVE,Senior Officer Umum Biaya                         
2317,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STUMB,ACTIVE,Staff Umum Biaya                                  
2318,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOPPR,ACTIVE,Senior Officer Premises Perencanaan               
2319,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPPR,ACTIVE,Staff Premises Perencanaan                        
2320,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOPME,ACTIVE,Senior Officer Premises Mech. & Elect. Support    
2321,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STMEST,ACTIVE,Staff Mechanical & Electrical Support (Teknisi)   
2322,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPADM,ACTIVE,Staff Premises Administrasi                       
2323,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOUOP,ACTIVE,Executive Officer Umum Operasional                
2324,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOUOP,ACTIVE,Senior Officer Umum Operasional                   
2325,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPDP,ACTIVE,Staff Perjanjian & Perizinan                      
2326,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STRMT,ACTIVE,Staff Rumah Tangga                                
2327,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STOPRT,ACTIVE,Staff Operator                                    
2328,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STEKSP,ACTIVE,Staff Ekspedisi                                   
2329,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STDRV,ACTIVE,Staff Driver               
2330,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKSDU,ACTIVE,Staff Khusus SDM & Umum                           
2331,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-001-DRUKM,ACTIVE,Direktur UMKM                                     
2332,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDUMK,ACTIVE,Deputi Direktur UMKM Mikro                        
2333,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOMB1,ACTIVE,Executive Officer Mikro Bisnis 1                  
2334,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOMB1,ACTIVE,Senior Officer Mikro Bisnis 1                     
2335,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STMBN1,ACTIVE,Staff Mikro Bisnis 1                              
2336,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOMB2,ACTIVE,Executive Officer Mikro Bisnis 2                  
2337,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOMB2,ACTIVE,Senior Officer Mikro Bisnis 2                     
2338,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STMBN2,ACTIVE,Staff Mikro Bisnis 2                              
2339,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOMB3,ACTIVE,Executive Officer Mikro Bisnis 3                  
2340,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOMB3,ACTIVE,Senior Officer Mikro Bisnis 3                     
2341,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STMBN3,ACTIVE,Staff Mikro Bisnis 3                              
2342,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKUMK,ACTIVE,Staff Khusus UMKM Mikro                           
2343,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDRTL,ACTIVE,Deputi Direktur Ritel                             
2344,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EORTB1,ACTIVE,Executive Officer Ritel Bisnis 1                  
2345,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SORT1,ACTIVE,Senior Officer Ritel Bisnis 1                     
2346,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STRTB1,ACTIVE,Staff Ritel Bisnis 1                              
2347,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EORTB2,ACTIVE,Executive Officer Ritel Bisnis 2                  
2348,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SORT2,ACTIVE,Senior Officer Ritel Bisnis 2                     
2349,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STRTB2,ACTIVE,Staff Ritel Bisnis 2                              
2350,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EORTB3,ACTIVE,Executive Officer Ritel Bisnis 3                  
2351,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SORT3,ACTIVE,Senior Officer Ritel Bisnis 3                     
2352,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STRTB3,ACTIVE,Staff Ritel Bisnis 3                              
2353,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKRTL,ACTIVE,Staff Khusus Ritel                                
2354,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDLPI,ACTIVE,Deputi Direktur Layanan Perbankan Inklusif        
2355,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOLP1,ACTIVE,Executive Officer Layanan Perbankan Inklusif 1    
2356,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOLP1,ACTIVE,Senior Officer Layanan Perbankan Inklusif 1       
2357,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STLPI1,ACTIVE,Staff Layanan Perbankan Inklusif 1                
2358,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOLP2,ACTIVE,Executive Officer Layanan Perbankan Inklusif 2    
2359,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOLP2,ACTIVE,Senior Officer Layanan Perbankan Inklusif 2       
2360,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STLPI2,ACTIVE,Staff Layanan Perbankan Inklusif 2                
2361,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOLP3,ACTIVE,Executive Officer Layanan Perbankan Inklusif 3    
2362,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOLP3,ACTIVE,Senior Officer Layanan Perbankan Inklusif 3       
2363,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STLPI3,ACTIVE,Staff Layanan Perbankan Inklusif 3                
2364,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EODBB,ACTIVE,Executive Officer Direktorat Branchless Banking   
2365,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKLPI,ACTIVE,Staff Khusus Layanan Perbankan Inklusif           
2366,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-002-DDAMR,ACTIVE,Deputi Direktur Admin Mikro dan Ritel             
2901,CORPORATE_LEVEL,SYSTEM,2020-01-20 12:03:09,SYSTEM,2020-01-15 17:43:12,LVL-003,ACTIVE,EKSEKUTIF
2367,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EOADM,ACTIVE,Executive Officer Admin                           
2368,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOADM,ACTIVE,Senior Officer Admin Mikro                        
2369,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPLKU,ACTIVE,Staff Pelaporan KUR                               
2370,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPJMK,ACTIVE,Staff Penjaminan KUR                              
2371,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STADMK,ACTIVE,Staff Admin Mikro                                 
2372,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-EORTL,ACTIVE,Executive Officer Retail                          
2373,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-004-SOADR,ACTIVE,Senior Officer Admin Ritel                        
2374,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-008-STPLRTL,ACTIVE,Staff Pelaporan Ritel                             
2375,CORPORATE_POSITION,SYSTEM,2020-01-17 14:56:22,SYSTEM,2020-01-15 17:43:12,LVL-005-STKAMR,ACTIVE,Staff Khusus Admin Mikro dan Ritel                
2376,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-002-SEKDIU,ACTIVE,Sekretaris Direktur UMKM                          
2377,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-002-DDMIK,ACTIVE,Deputi Direktur Mikro & Inklusi Keuangan          
2378,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-EOMBN,ACTIVE,Executive Officer Mikro Bisnis                    
2379,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-004-SOMBS,ACTIVE,Senior Officer Mikro Bisnis                       
2380,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-008-STMKB,ACTIVE,Staff Mikro Bisnis                                
2381,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-EOBLK,ACTIVE,Executive Officer Bisnis Layanan Keuangan Inklusif
2382,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-004-SOLKI,ACTIVE,Senior Officer Layanan Keuangan Inklusif          
2383,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-008-STBLKI,ACTIVE,Staff Bisnis Layanan Keuangan Inklusif            
2384,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-STKMI,ACTIVE,Staff Khusus Mikro & Inklusi Keuangan             
2385,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-001-DRKRP,ACTIVE,Direktur Korporasi                                
2386,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-002-DDKDK,ACTIVE,Deputi Direktur Korporasi dan Komersil            
2387,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-EOKK1,ACTIVE,Executive Officer Korporasi dan Komersil 1        
2388,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKDK1,ACTIVE,Senior Officer Korporasi dan Komersil 1           
2389,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-008-STKDK1,ACTIVE,Staff Korporasi dan Komersil 1                    
2390,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-EOKK2,ACTIVE,Executive Officer korporasi dan Komersil 2        
2391,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-004-SOKDK2,ACTIVE,Senior Officer Korporasi dan Komersil 2           
2392,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-008-STKDK2,ACTIVE,Staff Korporasi dan Komersil 2                    
2393,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-STKKDK,ACTIVE,Staff Khusus Korporasi dan Komersil               
2394,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-002-DDBSS,ACTIVE,Deputi Direktur Bisnis Sindikasi                  
2395,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-005-EOSND,ACTIVE,Executive Officer Sindikasi                       
2396,CORPORATE_POSITION,SYSTEM,2020-01-17 15:10:21,SYSTEM,2020-01-15 17:43:12,LVL-004-SOSND,ACTIVE,Senior Officer Sindikasi                          
